evaluation_result
"[0.015583665549851026, 0.99767524]"
predict_result
[2.5044873e-03 9.9682790e-01 6.6764036e-04]
[8.9718157e-04 9.9894029e-01 1.6252018e-04]
[1.0221289e-02 9.8945904e-01 3.1965051e-04]
[3.2911610e-03 9.9664646e-01 6.2401014e-05]
[1.3335244e-02 9.8664773e-01 1.7024273e-05]
[1.4552128e-03 9.9845016e-01 9.4630297e-05]
[6.7307457e-04 9.9922562e-01 1.0121404e-04]
[9.326921e-04 9.989912e-01 7.603853e-05]
[5.0418114e-04 9.9948907e-01 6.6303637e-06]
[1.2587551e-04 9.9987209e-01 2.0630482e-06]
[0.00434711 0.9945762  0.0010767 ]
[1.3475848e-03 9.9861562e-01 3.6762103e-05]
[0.00301783 0.9956839  0.00129823]
[1.6302748e-03 9.9819404e-01 1.7574269e-04]
[0.02569544 0.95495105 0.0193535 ]
[2.3992363e-02 9.7521758e-01 7.9005805e-04]
[4.5715383e-04 9.9952197e-01 2.0825457e-05]
[1.7253266e-03 9.9818027e-01 9.4448580e-05]
[3.1584028e-02 9.6804261e-01 3.7328183e-04]
[1.0189685e-03 9.9898082e-01 2.8181950e-07]
[1.3686480e-02 9.8592013e-01 3.9333492e-04]
[1.5751450e-04 9.9983966e-01 2.7769133e-06]
[4.1844081e-03 9.9579394e-01 2.1572594e-05]
[9.3207076e-05 9.9990511e-01 1.7048613e-06]
[6.9941772e-04 9.9916422e-01 1.3635155e-04]
[6.4788043e-04 9.9925369e-01 9.8351295e-05]
[4.6135336e-03 9.9538642e-01 3.6284508e-08]
[9.4448176e-04 9.9895966e-01 9.5866912e-05]
[1.3083583e-03 9.9832648e-01 3.6514978e-04]
[6.3149175e-03 9.9368495e-01 1.6156321e-07]
[7.2336891e-03 9.9248999e-01 2.7626092e-04]
[3.858997e-04 9.996137e-01 5.254047e-07]
[0.03232818 0.95112246 0.01654932]
[3.6898251e-03 9.9590427e-01 4.0588056e-04]
[1.9394519e-03 9.9804026e-01 2.0351388e-05]
[2.909878e-08 1.000000e+00 4.920336e-10]
[0.01078795 0.98765475 0.0015573 ]
[3.2623056e-03 9.9620181e-01 5.3586904e-04]
[3.5386514e-02 9.6459985e-01 1.3582029e-05]
[1.8530887e-02 9.8141861e-01 5.0566716e-05]
[1.3745689e-03 9.9840170e-01 2.2378250e-04]
[2.5223599e-05 9.9997413e-01 5.5418695e-07]
[2.0879144e-03 9.9780530e-01 1.0684559e-04]
[8.7069012e-03 9.9095470e-01 3.3842164e-04]
[8.7442342e-04 9.9911553e-01 1.0012658e-05]
[2.217757e-04 9.997693e-01 8.947939e-06]
[0.00777939 0.98871917 0.00350138]
[3.5263012e-05 9.9996376e-01 9.1824319e-07]
[0.01226809 0.98345596 0.00427601]
[1.4489489e-03 9.9851328e-01 3.7778973e-05]
[0.00760053 0.9902783  0.00212111]
[7.3957337e-05 9.9992359e-01 2.4658086e-06]
[1.7413982e-05 9.9998248e-01 9.7015793e-08]
[2.5297975e-02 9.7398746e-01 7.1461173e-04]
[0.00760053 0.9902783  0.00212111]
[4.123752e-03 9.954744e-01 4.018336e-04]
[5.694002e-03 9.942484e-01 5.758242e-05]
[5.9371428e-03 9.9322861e-01 8.3430699e-04]
[1.7959937e-04 9.9982041e-01 3.9885717e-09]
[3.702185e-02 9.623014e-01 6.768444e-04]
[2.2413942e-03 9.9755609e-01 2.0250167e-04]
[1.2245322e-02 9.8775452e-01 8.9038821e-08]
[3.0459580e-04 9.9968374e-01 1.1726287e-05]
[4.8250859e-03 9.9495822e-01 2.1669382e-04]
[3.9619740e-02 9.5990324e-01 4.7709682e-04]
[7.7961595e-03 9.9171561e-01 4.8827403e-04]
[0.00747002 0.99133366 0.00119629]
[0.02108418 0.9680617  0.01085416]
[1.5128120e-04 9.9984872e-01 5.5326545e-08]
[2.1672230e-03 9.9778771e-01 4.5107783e-05]
[1.5174756e-03 9.9818522e-01 2.9727860e-04]
[4.2367572e-04 9.9950826e-01 6.8033376e-05]
[1.8430421e-03 9.9770653e-01 4.5041894e-04]
[1.5551219e-05 9.9998438e-01 1.4171245e-07]
[4.1436803e-04 9.9953794e-01 4.7714235e-05]
[1.3285107e-02 9.8618418e-01 5.3070334e-04]
[6.4899749e-04 9.9931550e-01 3.5544937e-05]
[4.8786197e-03 9.9503917e-01 8.2159364e-05]
[1.8087117e-02 9.8184997e-01 6.2956555e-05]
[2.0314485e-03 9.9792790e-01 4.0738949e-05]
[1.6508554e-03 9.9831533e-01 3.3759028e-05]
[5.5324082e-04 9.9938273e-01 6.3933163e-05]
[1.1320254e-02 9.8853046e-01 1.4932612e-04]
[2.5455987e-02 9.7453827e-01 5.7651573e-06]
[0.00747002 0.99133366 0.00119629]
[1.9804754e-03 9.9777019e-01 2.4925004e-04]
[1.2760595e-04 9.9986804e-01 4.2433248e-06]
[1.0080232e-03 9.9899048e-01 1.4941929e-06]
[1.5567469e-04 9.9984372e-01 5.7397131e-07]
[4.113595e-04 9.995327e-01 5.603865e-05]
[1.5662886e-03 9.9817634e-01 2.5733546e-04]
[4.408800e-05 9.999559e-01 5.121960e-11]
[2.0260323e-02 9.7973949e-01 2.7436263e-07]
[3.6612321e-03 9.9613768e-01 2.0101106e-04]
[6.4426279e-03 9.9355739e-01 1.4819044e-08]
[2.5455987e-02 9.7453827e-01 5.7651573e-06]
[1.8460166e-03 9.9772555e-01 4.2847046e-04]
[2.1239957e-03 9.9770135e-01 1.7472585e-04]
[0.01135443 0.9874024  0.00124323]
[0.02047163 0.97815746 0.00137095]
[5.0401874e-03 9.9494910e-01 1.0662183e-05]
[5.5627218e-03 9.9425805e-01 1.7917989e-04]
[1.952052e-04 9.998043e-01 5.183973e-07]
[1.5803585e-03 9.9821317e-01 2.0648747e-04]
[0.0495833  0.9492569  0.00115981]
[2.1510115e-03 9.9781370e-01 3.5214820e-05]
[1.1738436e-02 9.8826152e-01 3.3065330e-08]
[4.1092677e-05 9.9995828e-01 5.9844365e-07]
[2.6225208e-03 9.9737036e-01 7.1567538e-06]
[6.2180811e-04 9.9937773e-01 4.4324995e-07]
[0.007875   0.989933   0.00219205]
[6.6907112e-03 9.9245512e-01 8.5415563e-04]
[2.4977557e-03 9.9723756e-01 2.6464704e-04]
[0.00428445 0.9946905  0.00102512]
[2.6019838e-02 9.7397059e-01 9.5302075e-06]
